"","parameter","strategy","param_val","outcome_val"
"4503","u_F","Experimental.Treatment",0.686464646464647,135897.027696379
"4504","u_F","Experimental.Treatment",0.68969696969697,135261.913757416
"4505","u_F","Experimental.Treatment",0.692929292929293,134632.708606093
"4506","u_F","Experimental.Treatment",0.696161616161616,134009.330165531
"4507","u_F","Experimental.Treatment",0.699393939393939,133391.69787198
"4508","u_F","Experimental.Treatment",0.702626262626263,132779.732640109
"4509","u_F","Experimental.Treatment",0.705858585858586,132173.356829249
"4510","u_F","Experimental.Treatment",0.709090909090909,131572.494210554
"4511","u_F","Experimental.Treatment",0.712323232323232,130977.069935055
"4512","u_F","Experimental.Treatment",0.715555555555556,130387.010502583
"4513","u_F","Experimental.Treatment",0.718787878787879,129802.243731514
"4514","u_F","Experimental.Treatment",0.722020202020202,129222.698729345
"4515","u_F","Experimental.Treatment",0.725252525252525,128648.30586403
"4516","u_F","Experimental.Treatment",0.728484848484849,128078.996736105
"4517","u_F","Experimental.Treatment",0.731717171717172,127514.704151522
"4518","u_F","Experimental.Treatment",0.734949494949495,126955.36209522
"4519","u_F","Experimental.Treatment",0.738181818181818,126400.905705379
"4520","u_F","Experimental.Treatment",0.741414141414141,125851.271248341
"4521","u_F","Experimental.Treatment",0.744646464646465,125306.396094192
"4522","u_F","Experimental.Treatment",0.747878787878788,124766.218692975
"4523","u_F","Experimental.Treatment",0.751111111111111,124230.678551505
"4524","u_F","Experimental.Treatment",0.754343434343434,123699.71621079
"4525","u_F","Experimental.Treatment",0.757575757575758,123173.273224025
"4526","u_F","Experimental.Treatment",0.760808080808081,122651.292135142
"4527","u_F","Experimental.Treatment",0.764040404040404,122133.716457908
"4528","u_F","Experimental.Treatment",0.767272727272727,121620.490655548
"4529","u_F","Experimental.Treatment",0.770505050505051,121111.560120878
"4530","u_F","Experimental.Treatment",0.773737373737374,120606.871156938
"4531","u_F","Experimental.Treatment",0.776969696969697,120106.370958107
"4532","u_F","Experimental.Treatment",0.78020202020202,119610.007591678
"4533","u_F","Experimental.Treatment",0.783434343434343,119117.729979903
"4534","u_F","Experimental.Treatment",0.786666666666667,118629.487882467
"4535","u_F","Experimental.Treatment",0.78989898989899,118145.231879397
"4536","u_F","Experimental.Treatment",0.793131313131313,117664.913354386
"4537","u_F","Experimental.Treatment",0.796363636363636,117188.484478521
"4538","u_F","Experimental.Treatment",0.79959595959596,116715.898194411
"4539","u_F","Experimental.Treatment",0.802828282828283,116247.108200688
"4540","u_F","Experimental.Treatment",0.806060606060606,115782.068936887
"4541","u_F","Experimental.Treatment",0.809292929292929,115320.735568687
"4542","u_F","Experimental.Treatment",0.812525252525253,114863.063973497
"4543","u_F","Experimental.Treatment",0.815757575757576,114409.010726394
"4544","u_F","Experimental.Treatment",0.818989898989899,113958.533086385
"4545","u_F","Experimental.Treatment",0.822222222222222,113511.588982996
"4546","u_F","Experimental.Treatment",0.825454545454545,113068.137003175
"4547","u_F","Experimental.Treatment",0.828686868686869,112628.136378497
"4548","u_F","Experimental.Treatment",0.831919191919192,112191.546972676
"4549","u_F","Experimental.Treatment",0.835151515151515,111758.329269354
"4550","u_F","Experimental.Treatment",0.838383838383838,111328.444360184
"4551","u_F","Experimental.Treatment",0.841616161616162,110901.853933174
"4552","u_F","Experimental.Treatment",0.844848484848485,110478.520261312
"4553","u_F","Experimental.Treatment",0.848080808080808,110058.406191439
"4554","u_F","Experimental.Treatment",0.851313131313131,109641.475133382
"4555","u_F","Experimental.Treatment",0.854545454545455,109227.691049328
"4556","u_F","Experimental.Treatment",0.857777777777778,108817.018443443
"4557","u_F","Experimental.Treatment",0.861010101010101,108409.42235172
"4558","u_F","Experimental.Treatment",0.864242424242424,108004.868332055
"4559","u_F","Experimental.Treatment",0.867474747474748,107603.322454547
"4560","u_F","Experimental.Treatment",0.870707070707071,107204.751292013
"4561","u_F","Experimental.Treatment",0.873939393939394,106809.121910706
"4562","u_F","Experimental.Treatment",0.877171717171717,106416.401861251
"4563","u_F","Experimental.Treatment",0.88040404040404,106026.559169767
"4564","u_F","Experimental.Treatment",0.883636363636364,105639.562329192
"4565","u_F","Experimental.Treatment",0.886868686868687,105255.380290795
"4566","u_F","Experimental.Treatment",0.89010101010101,104873.982455871
"4567","u_F","Experimental.Treatment",0.893333333333333,104495.338667617
"4568","u_F","Experimental.Treatment",0.896565656565657,104119.419203182
"4569","u_F","Experimental.Treatment",0.89979797979798,103746.194765893
"4570","u_F","Experimental.Treatment",0.903030303030303,103375.636477641
"4571","u_F","Experimental.Treatment",0.906262626262626,103007.715871432
"4572","u_F","Experimental.Treatment",0.90949494949495,102642.404884101
"4573","u_F","Experimental.Treatment",0.912727272727273,102279.67584917
"4574","u_F","Experimental.Treatment",0.915959595959596,101919.501489872
"4575","u_F","Experimental.Treatment",0.919191919191919,101561.854912304
"4576","u_F","Experimental.Treatment",0.922424242424242,101206.709598741
"4577","u_F","Experimental.Treatment",0.925656565656566,100854.039401075
"4578","u_F","Experimental.Treatment",0.928888888888889,100503.818534402
"4579","u_F","Experimental.Treatment",0.932121212121212,100156.021570738
"4580","u_F","Experimental.Treatment",0.935353535353535,99810.62343286
"4581","u_F","Experimental.Treatment",0.938585858585859,99467.5993882837
"4582","u_F","Experimental.Treatment",0.941818181818182,99126.9250433561
"4583","u_F","Experimental.Treatment",0.945050505050505,98788.5763374753
"4584","u_F","Experimental.Treatment",0.948282828282828,98452.5295374246
"4585","u_F","Experimental.Treatment",0.951515151515152,98118.7612318238
"4586","u_F","Experimental.Treatment",0.954747474747475,97787.2483256913
"4587","u_F","Experimental.Treatment",0.957979797979798,97457.9680351182
"4588","u_F","Experimental.Treatment",0.961212121212121,97130.8978820477
"4589","u_F","Experimental.Treatment",0.964444444444444,96806.0156891605
"4590","u_F","Experimental.Treatment",0.967676767676768,96483.2995748612
"4591","u_F","Experimental.Treatment",0.970909090909091,96162.7279483671
"4592","u_F","Experimental.Treatment",0.974141414141414,95844.2795048906
"4593","u_F","Experimental.Treatment",0.977373737373737,95527.9332209226
"4594","u_F","Experimental.Treatment",0.980606060606061,95213.6683496027
"4595","u_F","Experimental.Treatment",0.983838383838384,94901.4644161848
"4596","u_F","Experimental.Treatment",0.987070707070707,94591.3012135914
"4597","u_F","Experimental.Treatment",0.99030303030303,94283.1587980523
"4598","u_F","Experimental.Treatment",0.993535353535353,93977.0174848297
